CustomerID,CustomerName,Age,Gender,Country,JoinDate,PurchaseAmount
1250.0,Anika Gupta,23.0,female,UK,02-08-2019,3530.06
1588.0,Pari Rao,43.0,female,U.S.A,14/10/2018,3145.09
1423.0,Kiara Nair,-43.0,Male,India,09/06/2022,5295.23
1419.0,Reyansh Kapoor,20.0,Male,canada,2019-04-06,44062.37
1395.0,Aarav Reddy,55.0,M,INDIA,12/08/2020,5432.1
1598.0,Diya Iyer,39.0,M,United Kingdom,01-08-2021,6433.23
1259.0,Aarav Kapoor,51.0,male,USA,2019-03-07,2970.13
1092.0,Ayaan Reddy,30.0,Male,INDIA,02/01/2020,4182.54
1351.0,Reyansh Kapoor,28.0,Female,USA,26/11/2021,2944.08
1103.0,Anika Mehta,20.0,Male,Usa,13/03/2020,1658.0
1224.0,Myra Gupta,32.0,Male,Canada,06-16-2019,"$3,205.25"
1273.0,Riya Nair,54.0,Female,canada,04-08-2019,3558.97
1048.0,Aadhya Mehta,35.0,FEMALE,Usa,16/04/2020,"$2,729.34"
1511.0,Aditya Mehta,18.0,Male,INDIA,02-19-2023,50
1314.0,Ananya Kapoor,26.0,Male,Canada,2022-11-06,5644.3
1500.0,Ananya Singh,44.0,Female,U.S.A,2021-06-23,3908.83
1350.0,Aadhya Nair,50.0,Female,USA,2018-03-20,3264.02
1080.0,Aarav Kapoor,19.0,Female,Canada,11/06/2020,"$3,151.60"
1241.0,Sara Reddy,52.0,Female,Usa,23/02/2023,2027.14 INR
1349.0,Vivaan Reddy,69.0,Female,INDIA,2022-07-02,"$3,867.41"
1003.0,Myra Verma,40.0,female,india,05-05-2023,1743.21
1560.0,Reyansh Verma,60.0,MALE,Canada,2023-06-03,5673.4
1009.0,Kiara Gupta,19.0,Male,india,22/04/2022,2608.78
1361.0,Vihaan Sharma,56.0,Female,UK,27/07/2019,2286.35
1597.0,Myra Gupta,34.0,male,India,02-26-2020,5661.62
1260.0,Ishaan Reddy,56.0,nan,UK,10-11-2019,"$5,751.85"
1365.0,Diya Mehta,64.0,Male,india,09-10-2021,3833.2
1334.0,Vihaan Reddy,18.0,Female,india,2022-03-16,"$5,353.67"
1291.0,Saanvi Sharma,16.0,nan,India,2019-10-01,
1261.0,Saanvi Gupta,23.0,nan,india,08/09/2022,4357.79
1364.0,Ayaan Mehta,27.0,Male,canada,06-01-2023,
1522.0,Aditya Mehta,43.0,Female,India,2023-03-08,4465.99
1040.0,Sara Reddy,23.0,male,U.S.A,09/01/2023,6405.85
1479.0,Diya Kapoor,51.0,Male,Canada,01-26-2023,3793.9
1005.0,Arjun Verma,39.0,F,United Kingdom,16/07/2021,4566.84 INR
1148.0,Sai Kapoor,24.0,Male,Canada,2019-03-04,"$1,403.47"
1293.0,Anika Mehta,38.0,Female,Canada,08-03-2020,1628.56
1038.0,Myra Verma,35.0,Female,canada,2023-07-13,5480.99
1233.0,Diya Kapoor,42.0,nan,U.S.A,02-09-2019,"$3,424.06"
1197.0,Arjun Mehta,60.0,Male,U.S.A,01-14-2022,2860.09 INR
1394.0,Kiara Sharma,58.0,F,Canada,09-21-2020,1483.28
1067.0,Anika Iyer,21.0,Male,Canada,2022-08-02,
1124.0,Aarav Nair,66.0,Female,U.S.A,2023-05-27,1413.97
1039.0,Krishna Kapoor,23.0,Female,india,2018-02-27,3740.29
1187.0,Aadhya Kapoor,33.0,Female,USA,03-15-2019,
1455.0,Ananya Mehta,64.0,Male,INDIA,09/09/2022,4220.46
1223.0,Riya Rao,15.0,Female,United Kingdom,09-11-2019,2265.95
1147.0,Aditya Singh,35.0,Female,uk,2018-08-09,3254.07
1354.0,Ananya Reddy,55.0,Female,INDIA,16/02/2019,2399.64 INR
1527.0,Vihaan Sharma,59.0,Male,Usa,01-11-2018,4672.61
1429.0,Arjun Nair,-60.0,MALE,USA,2019-05-24,4084.94
1340.0,Pari Reddy,43.0,Female,uk,2021-03-18,3538.94
1439.0,Vivaan Verma,42.0,Male,india,22/06/2020,"$3,296.71"
1031.0,Saanvi Gupta,58.0,Male,U.S.A,15/11/2018,3312.49
1307.0,Krishna Sharma,51.0,Male,uk,2020-10-21,1714.48
1095.0,Aarav Kapoor,16.0,nan,Usa,09/04/2019,"$4,421.15"
1409.0,Anika Nair,21.0,female,Canada,2023-02-17,877.22
1292.0,Kiara Rao,20.0,male,uk,23/11/2022,1929.36
1392.0,Myra Mehta,37.0,Male,Canada,08-23-2019,"$6,171.56"
1341.0,Ishaan Reddy,51.0,nan,Canada,05-12-2018,2007.84
1421.0,Riya Sharma,50.0,female,U.S.A,2022-05-06,4339.06
1074.0,Reyansh Iyer,34.0,female,U.S.A,04-01-2018,"$2,026.97"
1255.0,Ayaan Gupta,61.0,F,Canada,2020-01-11,55140.27
1345.0,Diya Singh,39.0,Male,UK,08-02-2023,3756.43
1061.0,Myra Iyer,17.0,Male,India,2023-08-13,
1484.0,Kiara Reddy,38.0,nan,INDIA,09-10-2020,834.97
1257.0,Ishaan Sharma,60.0,Female,United Kingdom,2020-07-06,5879.01
1076.0,Arjun Gupta,22.0,nan,USA,11-17-2018,"$1,742.04"
1277.0,Aditya Reddy,40.0,Female,USA,06-01-2019,
1584.0,Riya Rao,68.0,nan,United Kingdom,24/02/2020,1768.78
1582.0,Ishaan Nair,45.0,nan,USA,04-02-2018,6102.61
1068.0,Diya Nair,36.0,Female,india,2018-07-05,2380.85
1371.0,Ishaan Iyer,50.0,male,India,26/09/2023,"$3,868.92"
1569.0,Sai Iyer,17.0,nan,USA,15/06/2018,4435.46
1118.0,Myra Verma,43.0,FEMALE,USA,08-15-2018,4743.68
1004.0,Pari Gupta,28.0,Male,United Kingdom,22/09/2022,1314.27
1376.0,Ayaan Singh,69.0,male,canada,2018-08-03,1167.93
1480.0,Saanvi Singh,44.0,female,uk,2021-02-11,4235.55 INR
1375.0,Arjun Iyer,52.0,MALE,india,18/05/2022,2828.2
1284.0,Aarav Mehta,44.0,Female,India,2022-05-17,4325.38
1019.0,Diya Nair,23.0,Female,UK,05/11/2018,56029.27
1465.0,Pari Mehta,55.0,male,USA,10-11-2020,
1359.0,Diya Rao,16.0,MALE,uk,2022-10-03,4114.9
1117.0,Riya Verma,30.0,Female,India,24/11/2018,3119.06 INR
1200.0,Aadhya Iyer,57.0,FEMALE,INDIA,2019-07-16,47542.3
1078.0,Anika Iyer,60.0,Male,U.S.A,2021-11-12,"$3,161.85"
1510.0,Myra Gupta,16.0,Male,USA,2020-01-01,2461.87
1057.0,Ayaan Gupta,45.0,male,India,05-24-2020,3473.66
1180.0,Myra Nair,66.0,MALE,USA,05/10/2020,3641.89
1565.0,Ayaan Reddy,18.0,Male,india,04-04-2019,889.52
1042.0,Pari Nair,55.0,MALE,Usa,2020-06-02,4498.38 INR
1519.0,Myra Reddy,58.0,M,U.S.A,27/05/2023,3047.48
1526.0,Anika Verma,67.0,Male,Usa,01-13-2021,4158.22 INR
1081.0,Vivaan Reddy,60.0,Male,canada,2018-03-24,4798.95
1133.0,Vihaan Iyer,22.0,nan,U.S.A,27/04/2020,4326.79
1328.0,Pari Verma,45.0,female,INDIA,03/06/2019,2864.23
1516.0,Aadhya Verma,62.0,Male,INDIA,13/02/2022,1425.86
1551.0,Krishna Mehta,53.0,Female,india,2020-04-03,1957.99
1161.0,Aditya Sharma,45.0,Male,india,22/03/2023,2575.71
1475.0,Sara Mehta,22.0,male,U.S.A,03-20-2023,"$4,773.30"
1311.0,Saanvi Sharma,58.0,male,Usa,2021-01-14,720.91
1192.0,Vihaan Mehta,56.0,male,United Kingdom,2022-08-09,1934.08
1464.0,Ishaan Verma,39.0,Male,india,05-13-2019,3930.97
1558.0,Vivaan Iyer,50.0,male,India,2022-07-03,"$2,683.52"
1445.0,Kiara Iyer,49.0,F,U.S.A,07-08-2023,6589.65 INR
1535.0,Saanvi Reddy,27.0,FEMALE,INDIA,01-09-2019,4990.83
1274.0,Riya Reddy,52.0,male,India,2019-07-06,1448.09 INR
1441.0,Aditya Iyer,64.0,Female,INDIA,2020-03-15,4219.76 INR
1335.0,Sara Singh,35.0,Male,India,2018-05-06,4441.24
1104.0,Aditya Reddy,43.0,male,india,2020-04-07,6922.45
1347.0,Saanvi Verma,17.0,nan,Usa,22/09/2021,
1189.0,Ishaan Iyer,44.0,male,INDIA,09/07/2019,2279.91
1139.0,Aditya Gupta,30.0,Male,india,18/10/2020,2359.71
1157.0,Aditya Nair,33.0,Male,United Kingdom,06-19-2020,4510.69
1016.0,Aarav Kapoor,67.0,Male,INDIA,10/02/2022,1839.43
1575.0,Pari Mehta,54.0,male,United Kingdom,2019-07-22,7152.15
1500.0,Ananya Singh,44.0,Female,U.S.A,2021-06-23,3908.83
1425.0,Ishaan Nair,57.0,Female,india,27/07/2022,4549.51
1435.0,Anika Singh,53.0,Male,Canada,2019-03-17,44757.86
1121.0,Aarav Gupta,45.0,Male,India,07-10-2018,4477.62
1493.0,Sara Singh,46.0,Male,USA,17/03/2019,"$2,995.81"
1102.0,Vihaan Iyer,56.0,Female,INDIA,2021-08-23,3484.04
1052.0,Pari Kapoor,62.0,F,Usa,06/01/2021,
1543.0,Vihaan Rao,33.0,FEMALE,United Kingdom,03-24-2020,6646.27
1571.0,Aadhya Nair,22.0,Male,UK,2018-07-26,2962.92
1592.0,Vivaan Kapoor,69.0,Female,canada,04-27-2020,4639.64
1146.0,Ananya Mehta,27.0,Female,uk,2020-09-22,$893.43
1407.0,Pari Sharma,37.0,FEMALE,India,2020-05-18,5194.22
1523.0,Riya Gupta,30.0,Male,UK,2023-06-05,6577.72
1097.0,Reyansh Verma,31.0,Male,Usa,05-23-2018,3223.74
1568.0,Sai Mehta,30.0,Female,U.S.A,11-26-2021,3146.93
1128.0,Kiara Rao,24.0,Female,United Kingdom,2022-02-11,"$2,575.56"
1502.0,Ayaan Sharma,55.0,Male,Usa,10/09/2022,2626.47
1306.0,Ananya Nair,57.0,MALE,U.S.A,03-08-2018,3120.92 INR
1055.0,Riya Gupta,54.0,FEMALE,UK,2023-03-19,4286.76
1442.0,Krishna Rao,47.0,Female,Canada,27/03/2021,2628.02
1110.0,Aadhya Kapoor,61.0,Male,U.S.A,01-26-2021,"$4,045.55"
1438.0,Reyansh Kapoor,23.0,Male,India,11-21-2018,
1358.0,Anika Sharma,45.0,nan,Usa,2022-10-12,1793.61
1355.0,Ishaan Verma,31.0,Male,India,20/10/2021,2350.22
1382.0,Kiara Verma,,nan,U.S.A,04/06/2022,3999.71
1363.0,Krishna Kapoor,59.0,MALE,uk,02/07/2023,1711.28
1396.0,Myra Iyer,63.0,Male,U.S.A,2021-05-12,4635.68
1411.0,Ayaan Iyer,53.0,female,Canada,05-18-2023,6257.92
1142.0,Aadhya Nair,42.0,nan,UK,03-21-2022,2921.56
1506.0,Ananya Rao,53.0,Male,canada,10-04-2021,5830.35
1006.0,Sai Reddy,69.0,male,Canada,12/04/2023,2859.12
1182.0,Pari Sharma,51.0,Female,U.S.A,2018-10-05,3822.65
1237.0,Arjun Singh,-38.0,male,India,07/07/2022,4458.14
1339.0,Aadhya Singh,48.0,M,Usa,06/08/2022,2243.27
1058.0,Diya Iyer,63.0,Female,Canada,2021-08-01,1524.75
1232.0,Diya Mehta,37.0,female,uk,12/06/2021,"$2,207.03"
1518.0,Vihaan Singh,15.0,FEMALE,UK,18/08/2023,3279.93
1203.0,Pari Iyer,44.0,Female,canada,25/06/2019,5720.15
1385.0,Kiara Iyer,39.0,Male,Canada,2023-06-16,4268.89
1312.0,Aadhya Iyer,28.0,FEMALE,United Kingdom,09-26-2019,3569.46
1002.0,Krishna Mehta,52.0,Male,uk,02-21-2021,6712.47
1289.0,Aadhya Kapoor,38.0,nan,Canada,2020-03-21,
1509.0,Ayaan Sharma,66.0,FEMALE,india,24/07/2022,3058.77
1046.0,Ishaan Reddy,65.0,Male,india,2021-03-06,2691.84
1225.0,Reyansh Singh,46.0,Female,U.S.A,04/06/2019,2343.15
1018.0,Vivaan Rao,60.0,M,india,04/04/2023,4307.17
1168.0,Reyansh Sharma,37.0,male,Usa,20/10/2018,1963.21
1410.0,Ananya Singh,28.0,Male,UK,09/08/2021,"$7,786.21"
1234.0,Aadhya Singh,45.0,Male,Usa,03/02/2022,5434.89
1552.0,Saanvi Singh,56.0,Female,Canada,10/07/2019,6137.17
1444.0,Kiara Verma,46.0,nan,uk,2019-05-26,5924.42
1440.0,Sara Mehta,16.0,female,canada,2021-07-20,5969.74
1301.0,Arjun Iyer,63.0,MALE,U.S.A,03-20-2020,5118.97
1093.0,Aditya Iyer,39.0,Female,canada,07-24-2020,"$5,652.95"
1213.0,Aarav Kapoor,67.0,Female,Canada,2021-08-15,49428.39
1258.0,Vihaan Mehta,32.0,Male,U.S.A,02/09/2018,2998.82
1576.0,Anika Iyer,46.0,male,United Kingdom,2022-03-05,"$5,739.95"
1106.0,Arjun Reddy,18.0,MALE,USA,02-22-2023,1723.81
1115.0,Ishaan Iyer,25.0,MALE,india,2020-11-07,4486.83
1125.0,Aarav Reddy,42.0,MALE,Canada,08-21-2022,5700.77
1524.0,Anika Gupta,39.0,female,USA,14/10/2018,3828.23 INR
1329.0,Vihaan Nair,16.0,M,Usa,11/04/2019,4781.36
1036.0,Aadhya Mehta,68.0,MALE,canada,2020-01-13,5530.38
1397.0,Pari Iyer,38.0,Female,UK,2019-06-21,"$1,913.19"
1204.0,Myra Verma,20.0,nan,INDIA,2023-08-03,2451.47
1244.0,Ayaan Kapoor,37.0,M,INDIA,2020-11-09,5294.51
1221.0,Diya Kapoor,64.0,male,UK,2018-04-19,4459.9
1246.0,Myra Kapoor,45.0,Male,India,07-07-2019,2324.9
1378.0,Sara Nair,62.0,male,Canada,27/04/2018,
1415.0,Pari Singh,51.0,Male,uk,05-24-2022,3279.07
1249.0,Vihaan Iyer,-52.0,nan,india,09-18-2018,1684.4
1122.0,Aadhya Mehta,49.0,Male,canada,05-17-2020,3542.03
1537.0,Krishna Verma,45.0,Female,UK,09-13-2018,3243.45
1164.0,Krishna Gupta,-48.0,nan,canada,01-24-2021,2795.25
1539.0,Ishaan Kapoor,43.0,Male,Usa,10-17-2018,2024.63
1521.0,Saanvi Verma,68.0,Female,Usa,2019-07-14,2694.7
1239.0,Sara Singh,42.0,F,INDIA,15/05/2020,5756.76
1453.0,Vivaan Rao,51.0,nan,India,12/07/2019,1239.32
1374.0,Aadhya Kapoor,45.0,Female,india,2019-07-20,2159.37
1295.0,Riya Reddy,-68.0,female,UK,21/07/2018,4062.89
1533.0,Sara Kapoor,20.0,Female,Canada,11-12-2023,3168.68
1070.0,Kiara Kapoor,,F,U.S.A,12/06/2020,2557.9
1352.0,Ishaan Kapoor,68.0,Male,uk,2023-06-07,853.08
1464.0,Ishaan Verma,39.0,Male,india,05-13-2019,3930.97
1098.0,Vivaan Mehta,29.0,Male,Canada,05-15-2020,3592.56
1529.0,Riya Kapoor,50.0,Female,india,04-12-2022,5430.64
1414.0,Aditya Reddy,69.0,FEMALE,U.S.A,06/06/2021,1507.41
1030.0,Arjun Nair,22.0,Male,canada,20/08/2020,2643.58
1404.0,Diya Reddy,23.0,MALE,INDIA,03/09/2023,2610.61
1127.0,Ayaan Verma,35.0,male,UK,02-03-2021,2913.98
1001.0,Vihaan Kapoor,57.0,Male,United Kingdom,2018-07-24,4817.68
1337.0,Krishna Gupta,31.0,Male,Usa,07/02/2020,
1027.0,Ishaan Nair,67.0,Female,Canada,2022-07-02,4984.38
1089.0,Ananya Rao,57.0,Female,canada,04-20-2018,3804.16 INR
1308.0,Ananya Verma,63.0,Male,U.S.A,10-13-2023,4336.36
1073.0,Sara Iyer,59.0,male,United Kingdom,16/07/2020,2439.1
1494.0,Aditya Reddy,45.0,male,UK,2019-04-06,
1171.0,Arjun Nair,22.0,Female,India,02-03-2022,"$4,317.98"
1417.0,Riya Gupta,38.0,female,Canada,2019-02-19,
1486.0,Pari Kapoor,25.0,female,Usa,10-27-2022,1354.62
1449.0,Sai Mehta,28.0,FEMALE,USA,2022-07-23,4888.47
1362.0,Kiara Sharma,26.0,nan,india,01/07/2018,
1091.0,Reyansh Mehta,66.0,F,canada,17/06/2018,5708.02
1379.0,Myra Singh,58.0,Female,Usa,03-11-2023,5405.06
1545.0,Kiara Mehta,,nan,INDIA,18/03/2020,
1125.0,Aarav Reddy,42.0,MALE,Canada,08-21-2022,5700.77
1452.0,Diya Nair,18.0,female,United Kingdom,03-16-2018,4677.79
1315.0,Aarav Mehta,59.0,male,Usa,2023-10-21,"$2,855.79"
1012.0,Krishna Kapoor,23.0,male,UK,23/06/2021,3288.81
1546.0,Sai Reddy,25.0,male,U.S.A,07-15-2019,"$3,133.72"
1380.0,Diya Verma,27.0,F,USA,2023-03-20,3967.11
2417.0,,,,,,
1426.0,Arjun Kapoor,30.0,male,Usa,2019-06-11,5194.96
1238.0,Sara Kapoor,66.0,MALE,uk,2021-09-04,4738.57
1114.0,Ananya Reddy,38.0,M,United Kingdom,2022-07-04,4951.2
1499.0,Arjun Nair,16.0,MALE,INDIA,17/08/2019,3033.64 INR
1487.0,Vihaan Verma,64.0,nan,uk,16/08/2021,3929.29
1143.0,Aarav Rao,59.0,Female,canada,06-02-2021,2455.68
1377.0,Krishna Kapoor,39.0,Male,Usa,2020-10-17,"$4,212.22"
1014.0,Reyansh Mehta,40.0,male,uk,2021-06-25,2517.82 INR
1593.0,Reyansh Mehta,63.0,Male,india,2023-01-02,1954.23
1054.0,Arjun Mehta,39.0,Male,India,05-19-2022,5543.96
1208.0,Sara Nair,31.0,female,USA,08/06/2020,"$2,846.40"
1344.0,Aadhya Verma,41.0,Male,india,2018-03-06,3909.98
1131.0,Saanvi Singh,16.0,FEMALE,Canada,10-14-2022,
1174.0,Ananya Reddy,15.0,male,canada,06-20-2023,1292.28
1482.0,Myra Mehta,56.0,female,india,05/11/2018,1608.31
1191.0,Kiara Rao,16.0,Female,Usa,07-13-2023,2308.93 INR
1270.0,Anika Reddy,19.0,Male,India,04-05-2021,4306.15
1388.0,Aditya Kapoor,23.0,Female,Canada,2022-04-15,3245.99
1123.0,Vihaan Singh,24.0,female,United Kingdom,02-20-2023,"$2,106.52"
1138.0,Vivaan Rao,68.0,Male,india,2020-06-07,3792.89
1051.0,Anika Reddy,50.0,nan,UK,04-23-2018,"$1,022.36"
1220.0,Riya Mehta,44.0,Female,Usa,03-11-2019,5735.19
1112.0,Arjun Nair,28.0,Male,canada,07-26-2023,373.4
1265.0,Aarav Rao,18.0,Male,United Kingdom,09/07/2018,5072.04
1422.0,Pari Nair,58.0,nan,Usa,10-15-2020,3538.66
1272.0,Reyansh Reddy,24.0,Male,U.S.A,2021-02-01,4320.0
1342.0,Aditya Rao,51.0,Male,USA,11/05/2022,4616.5 INR
1256.0,Diya Singh,64.0,Female,U.S.A,09-06-2020,2323.61
1182.0,Pari Sharma,51.0,Female,U.S.A,2018-10-05,3822.65
1105.0,Aarav Kapoor,53.0,Female,india,02-06-2020,3433.35
1300.0,Ananya Rao,48.0,nan,Usa,09-22-2019,5122.06
1331.0,Saanvi Reddy,18.0,Female,INDIA,2022-02-10,4386.66
1452.0,Diya Nair,18.0,female,United Kingdom,03-16-2018,4677.79
1240.0,Vivaan Rao,54.0,MALE,U.S.A,04-15-2020,2321.31
1230.0,Pari Sharma,53.0,male,USA,2021-06-22,4048.23
1153.0,Aarav Rao,67.0,nan,Usa,26/06/2023,1817.85 INR
1326.0,Diya Kapoor,-50.0,Male,U.S.A,05-10-2022,2937.82
